age,poverty_level,Residence,region,access_to_reproductive_health_care,education_level,teenage_pregnancy
13,Medium,Rural,Kisumu,Good,Primary,1
15,Low,Urban,Nakuru,Poor,Secondary,1
14,Medium,Urban,Kakamega,Good,Primary,0
16,High,Traditional,Narok,Poor,Higher,0
15,Medium,Traditional,Kisumu,Poor,None,1
16,Low,Rural,Nairobi,Good,Primary,0
16,Low,Urban,Machakos,Moderate,Primary,0
14,Medium,Rural,Nakuru,Moderate,None,0
18,Medium,Rural,Kisumu,Good,Primary,0
18,Medium,Rural,Narok,Good,Primary,0
18,Medium,Urban,Garissa,Moderate,Secondary,0
17,Low,Traditional,Garissa,Poor,Higher,0
13,Medium,Urban,Eldoret,Good,Higher,0
17,Low,Rural,Kiambu,Good,Primary,0
15,Low,Urban,Kericho,Good,None,0
17,High,Rural,Mombasa,Good,Secondary,1
15,Low,Rural,Mandera,Moderate,Secondary,0
15,Medium,Traditional,Mombasa,Moderate,Primary,1
13,Medium,Rural,Isiolo,Good,Secondary,1
14,Medium,Urban,Thika,Moderate,None,1
13,Medium,Traditional,Narok,Moderate,None,0
18,High,Traditional,Nairobi,Moderate,Primary,0
18,High,Traditional,Garissa,Poor,Primary,0
17,High,Traditional,Machakos,Good,None,1
15,High,Traditional,Kisumu,Good,None,1
16,Low,Urban,Wajir,Good,Higher,0
16,High,Rural,Wajir,Good,None,1
15,Low,Rural,Wajir,Moderate,Secondary,0
13,Medium,Rural,Thika,Moderate,Higher,0
14,Low,Rural,Nyeri,Poor,Higher,1
13,Low,Traditional,Nairobi,Good,Primary,1
15,High,Rural,Nairobi,Poor,Primary,1
15,Medium,Rural,Wajir,Poor,None,1
14,Medium,Traditional,Kiambu,Poor,None,1
17,High,Traditional,Mombasa,Poor,Primary,1
17,Low,Traditional,Eldoret,Moderate,Secondary,0
14,High,Rural,Kiambu,Poor,Primary,0
17,Low,Traditional,Eldoret,Moderate,Primary,0
16,High,Traditional,Narok,Moderate,Higher,1
17,High,Urban,Isiolo,Poor,Primary,1
17,Medium,Urban,Isiolo,Good,Higher,0
17,Medium,Rural,Meru,Moderate,Higher,1
16,Medium,Traditional,Kitui,Good,None,0
17,High,Rural,Kakamega,Moderate,Higher,1
18,Medium,Urban,Meru,Moderate,Primary,0
16,Medium,Urban,Isiolo,Poor,Primary,1
14,High,Traditional,Narok,Poor,Primary,1
13,Medium,Rural,Isiolo,Good,Primary,0
14,Low,Urban,Isiolo,Moderate,Higher,0
13,Medium,Traditional,Kitui,Good,Higher,1
14,Low,Rural,Mombasa,Poor,Secondary,1
18,Medium,Traditional,Kisumu,Poor,Secondary,1
13,High,Traditional,Kakamega,Good,None,1
13,High,Urban,Mombasa,Good,Primary,0
15,Medium,Rural,Garissa,Moderate,None,1
13,Low,Urban,Eldoret,Good,Higher,1
13,Medium,Rural,Mandera,Good,Higher,1
15,High,Rural,Kiambu,Poor,Primary,0
17,Medium,Traditional,Kakamega,Poor,None,1
17,High,Traditional,Kiambu,Good,Higher,0
15,Low,Rural,Kakamega,Poor,Higher,1
16,Low,Traditional,Meru,Poor,Higher,1
13,High,Urban,Nyeri,Poor,Primary,1
13,Low,Rural,Nairobi,Poor,Secondary,0
15,High,Urban,Mombasa,Moderate,Secondary,1
15,High,Traditional,Kiambu,Moderate,Higher,0
16,High,Rural,Wajir,Good,Primary,1
18,Medium,Traditional,Kericho,Moderate,None,1
17,Low,Urban,Thika,Good,Higher,1
14,Medium,Rural,Machakos,Moderate,Primary,1
18,Medium,Traditional,Nakuru,Moderate,Higher,0
17,Low,Urban,Kakamega,Good,Higher,1
13,Medium,Urban,Eldoret,Good,Primary,0
18,High,Traditional,Mandera,Good,Primary,0
15,Medium,Rural,Nairobi,Poor,Higher,1
16,High,Traditional,Nakuru,Poor,Secondary,0
17,Low,Rural,Narok,Poor,None,0
16,Medium,Urban,Garissa,Good,Secondary,0
17,Low,Urban,Narok,Poor,Primary,0
18,High,Urban,Eldoret,Moderate,None,1
13,Medium,Traditional,Narok,Moderate,None,0
14,High,Traditional,Nyeri,Moderate,Higher,0
16,High,Traditional,Kiambu,Moderate,Secondary,0
16,High,Urban,Thika,Poor,Primary,0
14,Low,Rural,Eldoret,Poor,Primary,0
16,Low,Traditional,Nyeri,Moderate,None,0
16,Low,Traditional,Meru,Good,Secondary,0
17,Medium,Traditional,Kiambu,Moderate,Secondary,1
17,High,Urban,Meru,Moderate,Primary,0
14,Low,Rural,Nairobi,Good,Secondary,0
13,High,Rural,Kericho,Good,None,1
18,Low,Rural,Nairobi,Poor,Primary,0
18,High,Traditional,Machakos,Good,Higher,0
16,Low,Traditional,Kericho,Good,Higher,1
13,Low,Rural,Eldoret,Poor,None,0
14,Low,Urban,Kisumu,Poor,Secondary,0
14,Low,Rural,Garissa,Moderate,Primary,0
17,High,Traditional,Mombasa,Moderate,None,1
16,Low,Rural,Garissa,Good,Primary,0
15,Low,Rural,Mandera,Poor,Primary,1
14,Low,Rural,Machakos,Good,None,0
16,High,Urban,Nyeri,Good,Higher,0
13,Low,Traditional,Machakos,Moderate,Primary,1
17,High,Traditional,Meru,Good,Primary,1
18,Medium,Rural,Kitui,Good,Primary,1
13,High,Traditional,Kakamega,Moderate,None,1
14,Medium,Urban,Kitui,Moderate,None,0
14,Low,Rural,Kisumu,Poor,Higher,1
13,Low,Urban,Mombasa,Moderate,Primary,1
14,High,Rural,Kakamega,Poor,None,1
16,Low,Rural,Kitui,Poor,Primary,0
14,Low,Rural,Machakos,Moderate,Higher,0
17,High,Urban,Nyeri,Moderate,Secondary,0
16,Low,Traditional,Narok,Moderate,Secondary,0
15,Medium,Traditional,Meru,Good,Secondary,1
14,Medium,Traditional,Kisumu,Moderate,Higher,0
14,Low,Traditional,Eldoret,Poor,None,1
17,Low,Urban,Kakamega,Poor,Primary,1
17,Medium,Traditional,Kiambu,Poor,None,1
18,Low,Traditional,Narok,Moderate,Secondary,1
13,Medium,Rural,Kisumu,Poor,Secondary,1
13,High,Urban,Kisumu,Poor,Primary,1
13,Medium,Rural,Garissa,Good,Primary,0
17,Low,Traditional,Narok,Moderate,Higher,1
13,Low,Rural,Kiambu,Moderate,Primary,0
13,Medium,Traditional,Narok,Poor,None,1
15,Medium,Rural,Isiolo,Good,None,0
13,Low,Urban,Isiolo,Poor,Primary,1
14,Low,Rural,Nairobi,Good,None,0
18,Low,Rural,Wajir,Poor,None,0
17,High,Rural,Mandera,Poor,Secondary,1
16,High,Rural,Eldoret,Moderate,Secondary,0
18,Medium,Traditional,Thika,Good,Primary,0
15,Medium,Rural,Kiambu,Good,Primary,1
17,High,Urban,Narok,Good,Primary,0
17,High,Rural,Meru,Moderate,Secondary,1
14,Medium,Urban,Wajir,Moderate,None,1
18,High,Rural,Kisumu,Poor,Higher,0
18,Medium,Traditional,Eldoret,Good,None,1
13,Low,Urban,Isiolo,Good,Higher,0
14,Medium,Urban,Nyeri,Poor,Secondary,0
13,High,Rural,Machakos,Poor,Higher,1
13,High,Traditional,Meru,Poor,Primary,1
17,High,Traditional,Thika,Poor,Primary,0
18,Medium,Urban,Nakuru,Good,Primary,0
13,High,Rural,Nyeri,Poor,Primary,1
15,Medium,Traditional,Mombasa,Good,None,1
15,Low,Traditional,Thika,Good,Primary,1
18,Low,Traditional,Thika,Good,Higher,1
15,High,Rural,Nairobi,Poor,Secondary,0
17,Medium,Rural,Narok,Poor,Primary,0
14,Medium,Urban,Narok,Poor,None,1
16,High,Rural,Eldoret,Poor,Primary,1
13,Medium,Traditional,Wajir,Moderate,Primary,0
16,High,Urban,Nakuru,Poor,None,1
14,High,Rural,Eldoret,Moderate,Secondary,1
14,Low,Traditional,Kericho,Poor,None,1
17,High,Traditional,Kiambu,Moderate,Higher,0
15,Medium,Urban,Garissa,Poor,None,1
15,High,Urban,Kericho,Poor,Higher,1
14,Low,Rural,Mandera,Good,Primary,1
17,Low,Rural,Nakuru,Moderate,None,1
17,Medium,Urban,Kericho,Poor,Primary,1
18,High,Urban,Kiambu,Moderate,None,1
13,Medium,Traditional,Kakamega,Good,Higher,1
15,Medium,Rural,Kericho,Moderate,None,0
14,High,Traditional,Machakos,Poor,Higher,0
18,Low,Urban,Nakuru,Good,Primary,0
16,Medium,Urban,Eldoret,Poor,None,1
15,Medium,Urban,Kitui,Good,None,1
13,Low,Rural,Meru,Good,Primary,1
17,High,Urban,Nairobi,Moderate,None,0
14,High,Urban,Nyeri,Poor,Higher,0
15,High,Rural,Garissa,Poor,None,1
16,Low,Urban,Mandera,Good,Primary,0
13,Medium,Rural,Mombasa,Poor,None,1
13,Low,Urban,Nyeri,Good,Secondary,0
18,Medium,Rural,Kiambu,Moderate,None,0
15,Medium,Rural,Eldoret,Good,None,0
16,High,Rural,Nyeri,Poor,None,0
13,High,Rural,Garissa,Good,Primary,1
14,High,Traditional,Eldoret,Poor,Primary,1
13,Low,Rural,Wajir,Moderate,Higher,0
16,High,Rural,Kiambu,Moderate,Secondary,1
17,Low,Rural,Kericho,Good,Primary,0
17,High,Rural,Nairobi,Moderate,Secondary,0
18,High,Urban,Kitui,Moderate,None,1
15,High,Urban,Kiambu,Good,None,1
16,Low,Rural,Mombasa,Poor,None,0
18,Medium,Rural,Mandera,Good,None,0
13,Low,Traditional,Kisumu,Good,Secondary,1
13,Low,Rural,Machakos,Poor,Higher,0
17,Low,Rural,Thika,Moderate,Secondary,0
18,Medium,Rural,Wajir,Good,None,0
17,Low,Urban,Isiolo,Good,Higher,0
14,High,Rural,Kitui,Poor,Higher,1
17,Medium,Rural,Narok,Good,None,0
14,Low,Traditional,Mandera,Poor,Higher,1
13,Low,Urban,Thika,Good,Primary,1
18,Medium,Traditional,Machakos,Good,None,0
14,Low,Rural,Machakos,Poor,Higher,0
18,Medium,Traditional,Kakamega,Poor,Secondary,1
18,High,Rural,Nyeri,Good,Higher,1
14,Low,Rural,Isiolo,Poor,Secondary,0
15,Low,Urban,Isiolo,Good,Primary,0
17,High,Traditional,Kitui,Poor,None,0
14,Low,Rural,Kakamega,Moderate,Higher,1
13,Low,Traditional,Eldoret,Moderate,Primary,0
18,Medium,Urban,Mombasa,Moderate,Secondary,1
16,Low,Rural,Meru,Moderate,Primary,0
14,High,Urban,Mandera,Good,Primary,0
17,Low,Traditional,Wajir,Good,Secondary,1
18,Medium,Traditional,Nyeri,Moderate,None,1
15,High,Traditional,Narok,Moderate,Primary,0
13,High,Rural,Narok,Moderate,Primary,0
15,High,Rural,Garissa,Poor,Secondary,1
16,High,Rural,Machakos,Good,Secondary,1
14,Medium,Urban,Kitui,Moderate,Primary,0
18,Medium,Traditional,Garissa,Moderate,Higher,0
14,Medium,Traditional,Kakamega,Good,Secondary,1
17,Medium,Traditional,Kisumu,Moderate,None,1
14,Low,Urban,Mandera,Moderate,Higher,0
13,Medium,Rural,Kakamega,Good,Higher,0
16,Low,Urban,Nakuru,Good,Primary,1
15,High,Traditional,Machakos,Poor,None,0
16,Low,Traditional,Narok,Good,Higher,1
18,Low,Urban,Machakos,Moderate,Secondary,0
14,Low,Rural,Kakamega,Good,None,1
18,Medium,Rural,Kakamega,Good,None,1
15,Medium,Traditional,Mombasa,Moderate,Primary,1
18,High,Urban,Thika,Good,Higher,1
17,Medium,Rural,Nyeri,Poor,Secondary,1
16,Low,Urban,Nyeri,Good,Higher,0
15,Medium,Traditional,Kisumu,Good,Higher,0
15,Medium,Traditional,Nyeri,Moderate,Secondary,0
15,Low,Traditional,Kericho,Poor,Higher,1
13,High,Traditional,Kericho,Poor,None,1
16,Medium,Rural,Meru,Good,Primary,0
18,High,Traditional,Meru,Poor,Primary,1
15,Low,Rural,Kiambu,Moderate,None,0
16,Medium,Rural,Kitui,Good,Higher,0
15,High,Urban,Kitui,Poor,Higher,1
17,High,Traditional,Nairobi,Moderate,Primary,0
17,Low,Rural,Kiambu,Moderate,Primary,0
17,Medium,Urban,Kitui,Moderate,Secondary,0
14,High,Urban,Kakamega,Good,Secondary,0
15,High,Traditional,Machakos,Moderate,Secondary,1
14,High,Traditional,Thika,Moderate,Secondary,1
16,High,Urban,Kericho,Good,Primary,0
14,High,Rural,Meru,Good,Higher,0
16,High,Traditional,Thika,Moderate,None,1
16,High,Urban,Mombasa,Good,Primary,1
16,High,Urban,Thika,Poor,None,1
18,High,Rural,Nakuru,Good,None,1
14,High,Rural,Narok,Moderate,Higher,0
18,Medium,Urban,Kiambu,Good,Higher,0
15,Low,Rural,Wajir,Good,None,1
14,Low,Traditional,Kitui,Moderate,Primary,0
15,Low,Urban,Narok,Moderate,None,0
15,High,Rural,Thika,Good,Higher,1
16,Low,Rural,Mombasa,Poor,Secondary,0
14,High,Rural,Kitui,Poor,Higher,0
15,Medium,Rural,Nairobi,Moderate,Higher,1
17,Low,Urban,Wajir,Poor,Primary,0
15,Medium,Rural,Thika,Good,None,0
17,Medium,Traditional,Thika,Moderate,None,0
14,High,Traditional,Kitui,Good,None,1
18,Low,Urban,Nakuru,Poor,Secondary,1
14,Medium,Urban,Nakuru,Poor,Secondary,1
18,Low,Traditional,Wajir,Poor,Secondary,0
18,Medium,Traditional,Nakuru,Moderate,Secondary,0
14,Medium,Urban,Kericho,Poor,Secondary,1
15,High,Traditional,Isiolo,Moderate,Higher,1
13,Low,Traditional,Mandera,Moderate,Primary,0
15,High,Urban,Kericho,Moderate,Primary,1
15,High,Urban,Isiolo,Moderate,Higher,0
16,High,Rural,Garissa,Moderate,Secondary,0
16,High,Rural,Garissa,Moderate,Higher,0
15,High,Traditional,Machakos,Poor,Higher,0
17,Medium,Urban,Kericho,Moderate,Higher,0
18,Low,Rural,Narok,Good,None,0
16,Low,Traditional,Nakuru,Good,Primary,0
15,High,Traditional,Machakos,Good,Higher,1
13,Low,Traditional,Kiambu,Poor,Secondary,0
17,Medium,Traditional,Nyeri,Moderate,Higher,0
14,High,Urban,Nyeri,Poor,Secondary,0
15,Medium,Traditional,Garissa,Poor,Secondary,1
15,Medium,Rural,Eldoret,Moderate,None,0
18,High,Urban,Kitui,Poor,Primary,0
17,Medium,Traditional,Isiolo,Moderate,Higher,0
16,High,Rural,Nakuru,Moderate,Primary,0
16,Medium,Rural,Nyeri,Moderate,Secondary,0
16,Low,Urban,Isiolo,Good,Higher,0
14,Low,Urban,Mandera,Moderate,Higher,1
17,Low,Urban,Mombasa,Moderate,Higher,0
17,High,Rural,Isiolo,Poor,Primary,0
16,Medium,Rural,Thika,Good,Higher,0
16,Medium,Traditional,Meru,Poor,None,0
18,Low,Urban,Mombasa,Poor,None,0
13,Low,Urban,Kiambu,Good,Primary,1
13,High,Urban,Garissa,Poor,Higher,1
15,High,Urban,Garissa,Poor,None,1
15,Medium,Rural,Machakos,Moderate,Higher,0
17,High,Urban,Kitui,Good,Secondary,1
17,High,Rural,Narok,Good,Secondary,0
14,High,Rural,Nairobi,Good,Higher,0
14,Low,Urban,Isiolo,Poor,Higher,1
13,Low,Rural,Thika,Poor,Higher,1
15,Medium,Rural,Nairobi,Good,Secondary,0
13,High,Urban,Kericho,Poor,None,1
13,Low,Urban,Nyeri,Good,Secondary,0
15,High,Traditional,Isiolo,Poor,Higher,0
14,Medium,Rural,Thika,Good,Primary,0
18,High,Rural,Kiambu,Good,None,0
18,Medium,Traditional,Mombasa,Poor,Primary,0
18,Medium,Traditional,Narok,Good,Secondary,0
15,Low,Urban,Narok,Good,None,0
16,High,Traditional,Eldoret,Moderate,None,1
16,Low,Urban,Kericho,Good,Primary,1
16,High,Urban,Mandera,Good,Primary,1
17,High,Urban,Thika,Moderate,Primary,0
14,Medium,Rural,Kiambu,Good,Primary,0
14,Medium,Rural,Narok,Good,None,1
17,High,Urban,Mombasa,Moderate,Secondary,1
13,Low,Traditional,Garissa,Poor,Primary,0
18,Medium,Rural,Kericho,Good,Higher,0
16,Medium,Rural,Thika,Poor,None,0
18,High,Traditional,Kakamega,Good,Primary,1
16,High,Rural,Kiambu,Good,Higher,0
18,Medium,Traditional,Narok,Poor,Secondary,0
13,Low,Traditional,Garissa,Moderate,Secondary,1
18,Medium,Rural,Wajir,Moderate,Primary,0
18,High,Traditional,Meru,Good,Higher,1
15,Medium,Traditional,Garissa,Moderate,Primary,1
18,High,Urban,Kericho,Good,None,1
15,Medium,Urban,Nairobi,Good,None,1
14,High,Rural,Nairobi,Poor,None,1
17,High,Traditional,Eldoret,Poor,Primary,0
18,Low,Rural,Wajir,Moderate,Primary,0
14,High,Rural,Kiambu,Poor,Primary,1
15,Medium,Urban,Isiolo,Good,Secondary,0
18,High,Traditional,Kisumu,Moderate,Secondary,1
18,Medium,Rural,Kericho,Poor,Higher,1
13,Low,Rural,Nairobi,Moderate,Primary,0
14,Medium,Urban,Thika,Moderate,None,1
16,Low,Urban,Kitui,Good,None,0
16,Low,Urban,Kiambu,Moderate,Primary,0
13,High,Rural,Eldoret,Good,Higher,0
15,Low,Traditional,Kericho,Good,None,1
16,Medium,Urban,Meru,Moderate,Higher,1
16,Low,Urban,Kitui,Poor,Primary,0
17,Low,Traditional,Nakuru,Poor,Secondary,0
14,High,Rural,Isiolo,Moderate,None,0
15,Medium,Rural,Mombasa,Good,Higher,0
18,Low,Traditional,Meru,Good,Secondary,0
14,High,Urban,Thika,Moderate,Higher,1
15,High,Traditional,Mombasa,Moderate,Secondary,0
16,Medium,Rural,Kiambu,Poor,Primary,0
17,High,Rural,Mombasa,Good,Secondary,0
14,Low,Urban,Wajir,Good,None,1
16,High,Urban,Eldoret,Moderate,Primary,0
15,Medium,Traditional,Machakos,Good,Primary,0
14,Medium,Rural,Machakos,Moderate,None,1
18,High,Rural,Nairobi,Good,Secondary,1
14,Low,Traditional,Nairobi,Poor,Primary,0
16,High,Urban,Eldoret,Good,Primary,0
14,Medium,Rural,Kiambu,Moderate,Primary,0
18,High,Rural,Kitui,Moderate,Higher,1
17,High,Urban,Kiambu,Good,None,0
17,Low,Rural,Kitui,Poor,None,0
16,High,Urban,Meru,Poor,Primary,1
15,Low,Traditional,Kakamega,Poor,Primary,1
16,High,Urban,Kericho,Moderate,None,1
17,High,Urban,Nairobi,Moderate,Secondary,1
13,Low,Traditional,Nakuru,Poor,Primary,0
13,Low,Rural,Mandera,Good,Higher,0
14,Medium,Rural,Wajir,Good,None,0
18,Low,Urban,Kakamega,Good,Secondary,1
14,High,Urban,Meru,Good,Secondary,0
13,Medium,Traditional,Nyeri,Moderate,None,1
17,Low,Traditional,Narok,Poor,Higher,1
14,Low,Rural,Kiambu,Poor,Primary,0
16,Medium,Rural,Mombasa,Good,None,0
18,High,Traditional,Narok,Poor,Higher,0
16,High,Urban,Kakamega,Moderate,None,0
18,Medium,Traditional,Kitui,Good,Secondary,1
17,High,Rural,Mandera,Poor,Primary,1
14,Low,Urban,Nairobi,Moderate,Secondary,0
18,High,Traditional,Thika,Poor,None,0
16,Low,Rural,Machakos,Moderate,Higher,0
14,High,Urban,Nyeri,Poor,None,0
14,Low,Urban,Kisumu,Poor,Primary,1
16,Medium,Urban,Mandera,Moderate,None,0
13,Low,Urban,Nakuru,Poor,None,1
18,High,Urban,Nakuru,Good,Secondary,0
16,Low,Traditional,Narok,Poor,Primary,0
17,High,Urban,Mombasa,Poor,None,0
15,High,Traditional,Nairobi,Moderate,Primary,0
16,Low,Urban,Kiambu,Good,Primary,0
14,High,Rural,Meru,Poor,Higher,1
14,Medium,Urban,Nakuru,Poor,Higher,1
16,High,Traditional,Garissa,Poor,Secondary,1
15,Medium,Rural,Mombasa,Poor,Secondary,1
16,Medium,Rural,Garissa,Moderate,Higher,0
15,High,Traditional,Machakos,Poor,None,1
15,Medium,Rural,Kitui,Moderate,None,0
17,Medium,Traditional,Kericho,Good,Primary,1
18,Low,Urban,Thika,Moderate,Secondary,0
14,Medium,Urban,Wajir,Good,Higher,0
14,Medium,Traditional,Kitui,Good,None,0
15,Medium,Urban,Kitui,Good,Higher,0
14,Medium,Rural,Thika,Poor,Primary,1
13,Medium,Urban,Eldoret,Moderate,Higher,0
15,High,Urban,Kisumu,Good,Primary,1
14,Medium,Rural,Meru,Moderate,Secondary,0
13,High,Rural,Nakuru,Good,None,0
17,High,Urban,Nairobi,Good,None,1
14,High,Urban,Thika,Good,None,1
13,Low,Urban,Machakos,Poor,Secondary,0
16,Low,Traditional,Nakuru,Moderate,Primary,0
18,High,Traditional,Mombasa,Poor,None,1
16,Low,Urban,Meru,Moderate,Secondary,0
13,Medium,Urban,Kericho,Good,None,1
15,High,Rural,Thika,Moderate,None,1
15,High,Urban,Kitui,Moderate,Secondary,0
14,High,Urban,Nyeri,Moderate,None,0
16,Low,Traditional,Kisumu,Poor,None,1
15,Low,Traditional,Kakamega,Good,Higher,0
15,Low,Traditional,Kiambu,Moderate,Higher,0
16,Medium,Rural,Nyeri,Moderate,Primary,0
17,Low,Urban,Thika,Moderate,Secondary,1
15,High,Traditional,Mombasa,Good,Higher,1
18,Low,Rural,Kitui,Moderate,Higher,0
13,Low,Urban,Garissa,Moderate,None,1
14,Low,Urban,Garissa,Good,Higher,0
15,Low,Rural,Mandera,Poor,Primary,0
18,High,Urban,Garissa,Moderate,None,1
18,Low,Rural,Meru,Moderate,None,0
15,High,Rural,Kericho,Good,Primary,1
17,Low,Traditional,Kisumu,Moderate,None,0
13,Medium,Rural,Meru,Good,Primary,0
14,Medium,Traditional,Eldoret,Poor,Primary,0
15,High,Urban,Nakuru,Good,Primary,0
14,High,Traditional,Nyeri,Moderate,Higher,0
16,Medium,Rural,Narok,Good,None,0
18,Medium,Traditional,Nakuru,Good,Secondary,0
18,Low,Urban,Eldoret,Good,Higher,0
15,Medium,Traditional,Machakos,Good,Secondary,0
15,High,Urban,Meru,Poor,None,1
16,High,Rural,Narok,Good,Primary,0
17,Medium,Traditional,Machakos,Good,Secondary,0
15,High,Urban,Nakuru,Moderate,Higher,0
18,Low,Urban,Kitui,Moderate,Primary,0
14,Low,Traditional,Kiambu,Good,Secondary,0
13,Medium,Traditional,Wajir,Good,None,1
14,High,Traditional,Nakuru,Poor,Secondary,0
17,Medium,Traditional,Mandera,Moderate,Higher,0
13,High,Traditional,Nakuru,Poor,None,1
14,High,Urban,Nyeri,Good,Primary,0
14,High,Rural,Kitui,Poor,Higher,1
16,Low,Urban,Machakos,Poor,Primary,1
17,High,Traditional,Nairobi,Moderate,None,1
18,Low,Traditional,Kisumu,Moderate,Secondary,1
16,High,Rural,Isiolo,Moderate,Higher,0
13,Medium,Traditional,Thika,Moderate,Primary,0
18,Low,Rural,Meru,Good,None,0
16,Low,Traditional,Kitui,Moderate,None,0
17,Low,Urban,Mombasa,Good,Secondary,0
15,Medium,Rural,Thika,Moderate,Higher,0
15,Low,Urban,Thika,Good,Secondary,1
13,Medium,Traditional,Kakamega,Poor,None,1
15,High,Urban,Thika,Moderate,Secondary,0
16,High,Urban,Nakuru,Moderate,Higher,0
13,Medium,Urban,Nyeri,Poor,None,1
18,Low,Rural,Kiambu,Moderate,Primary,0
17,Low,Rural,Nakuru,Good,None,0
13,Medium,Rural,Mandera,Poor,Secondary,1
18,High,Urban,Nyeri,Moderate,Secondary,1
13,Medium,Urban,Nairobi,Moderate,Secondary,1
14,Low,Traditional,Kiambu,Good,Secondary,0
14,Low,Rural,Kericho,Moderate,None,1
13,Low,Traditional,Kericho,Good,Higher,0
15,Low,Urban,Thika,Moderate,None,0
14,High,Rural,Thika,Poor,Higher,0
17,High,Traditional,Isiolo,Good,None,0
18,High,Urban,Kericho,Good,None,1
16,Low,Urban,Nairobi,Moderate,Higher,0
14,Low,Urban,Isiolo,Good,Secondary,0
13,Low,Rural,Kisumu,Good,Higher,0
15,Medium,Rural,Kericho,Poor,Higher,0
16,Low,Traditional,Kisumu,Good,Primary,0
18,High,Urban,Machakos,Poor,Primary,1
18,High,Rural,Mombasa,Good,Secondary,1
14,High,Rural,Mandera,Poor,Primary,1
18,Medium,Urban,Wajir,Poor,None,1
18,High,Urban,Wajir,Poor,Primary,0
15,Medium,Traditional,Eldoret,Poor,Higher,0
15,Medium,Traditional,Kakamega,Poor,None,1
15,Medium,Traditional,Isiolo,Moderate,Higher,0
13,Low,Rural,Machakos,Good,None,0
18,Low,Rural,Mandera,Moderate,Higher,0
18,High,Rural,Nakuru,Good,None,1
18,High,Rural,Nairobi,Good,Secondary,0
17,Medium,Rural,Nyeri,Poor,Higher,0
15,Low,Urban,Meru,Good,Higher,0
16,High,Traditional,Kiambu,Moderate,None,1
14,High,Traditional,Kakamega,Good,Higher,1
16,Low,Traditional,Thika,Good,Secondary,0
13,Medium,Traditional,Thika,Moderate,Higher,1
13,High,Urban,Mandera,Moderate,Secondary,0
18,High,Rural,Narok,Moderate,Primary,1
16,Low,Rural,Kisumu,Poor,Primary,1
18,Low,Rural,Thika,Poor,Primary,1
17,Medium,Traditional,Garissa,Good,Secondary,1
13,Medium,Traditional,Kericho,Good,Secondary,1
13,High,Urban,Wajir,Poor,None,1
16,Medium,Urban,Thika,Moderate,Higher,0
13,High,Rural,Garissa,Moderate,Secondary,1
17,High,Rural,Narok,Moderate,None,1
17,Low,Rural,Wajir,Poor,Primary,1
17,High,Rural,Wajir,Moderate,Higher,0
14,Low,Rural,Eldoret,Good,Secondary,0
17,High,Rural,Eldoret,Poor,None,1
17,High,Traditional,Wajir,Moderate,None,0
14,High,Urban,Wajir,Good,Secondary,0
18,Medium,Urban,Kakamega,Good,Primary,1
15,Medium,Traditional,Isiolo,Moderate,None,1
13,Low,Rural,Wajir,Poor,Secondary,0
17,High,Rural,Nakuru,Poor,Secondary,1
13,Low,Rural,Kakamega,Moderate,None,0
16,Low,Urban,Narok,Poor,Higher,0
13,High,Urban,Mandera,Good,Higher,1
18,Medium,Rural,Kakamega,Moderate,Higher,1
14,Medium,Rural,Kitui,Poor,None,0
13,Low,Traditional,Kiambu,Poor,None,1
13,Medium,Rural,Thika,Poor,Secondary,0
13,High,Traditional,Wajir,Moderate,Secondary,0
15,High,Rural,Eldoret,Moderate,Secondary,1
15,Medium,Rural,Kisumu,Good,Primary,0
16,Medium,Rural,Wajir,Moderate,Primary,0
14,Low,Traditional,Kisumu,Moderate,Higher,0
13,Medium,Traditional,Kisumu,Poor,Secondary,1
13,Low,Traditional,Nyeri,Poor,None,1
13,High,Urban,Kitui,Moderate,Secondary,1
13,High,Urban,Kiambu,Poor,Secondary,0
15,High,Rural,Nyeri,Poor,Higher,1
18,Medium,Traditional,Eldoret,Moderate,Primary,0
18,Medium,Traditional,Narok,Moderate,Secondary,1
16,Medium,Rural,Machakos,Poor,None,1
17,Low,Rural,Thika,Good,Higher,0
14,Low,Rural,Nakuru,Good,Primary,0
18,Low,Rural,Nakuru,Moderate,Secondary,0
13,High,Traditional,Garissa,Good,Primary,1
18,Low,Urban,Eldoret,Poor,None,0
16,Medium,Traditional,Garissa,Poor,None,0
17,Medium,Urban,Isiolo,Moderate,Secondary,0
18,High,Rural,Nyeri,Good,Higher,0
16,Medium,Urban,Wajir,Poor,Higher,0
15,Medium,Traditional,Meru,Poor,Higher,1
17,Medium,Traditional,Kericho,Good,Higher,1
16,Low,Traditional,Machakos,Poor,Higher,0
18,Low,Traditional,Isiolo,Poor,Secondary,1
15,Medium,Traditional,Mombasa,Good,Primary,1
16,Medium,Traditional,Kericho,Good,None,1
16,Medium,Rural,Mombasa,Moderate,Secondary,1
18,Medium,Urban,Garissa,Good,None,1
17,Low,Rural,Narok,Moderate,Secondary,0
15,High,Urban,Machakos,Good,Secondary,0
13,Medium,Urban,Meru,Moderate,None,1
14,Low,Urban,Nakuru,Poor,Secondary,0
17,Medium,Traditional,Machakos,Moderate,Secondary,0
15,High,Traditional,Meru,Moderate,Secondary,0
16,Low,Traditional,Isiolo,Poor,Secondary,1
15,Low,Urban,Isiolo,Good,Secondary,0
14,High,Urban,Nyeri,Good,Higher,0
